
2022-07-18 20:36:20.140333 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:55.249036 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:55.253036 msg - watchlist.py - watchlist_main3 --> searching for artist hanske
2022-07-18 20:36:55.958552 msg - common.py - searchSpotify3 --> Succesfully returning search results for artist hanske.
2022-07-18 20:36:59.588942 msg - watchlist.py - watchlist_main80 --> add artist 3GOF617SIAlZb6hHLEaZjH to watchlist --> starting.
2022-07-18 20:36:59.588942 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:59.590942 msg - common.py - getTracksFromArtist --> requesting albums from artist 3GOF617SIAlZb6hHLEaZjH.
2022-07-18 20:37:00.904941 msg - common.py - getTracksFromArtist6 --> Succesfully returned list of 5 tracks from artist 3GOF617SIAlZb6hHLEaZjH
2022-07-18 20:37:00.904941 msg - watchlist.py - watchlist_main82 --> grabbed artist 3GOF617SIAlZb6hHLEaZjH's tracks: 5
2022-07-18 20:37:01.048944 msg - watchlist.py - watchlist_main84 --> artist Hansken added to watchlist.
2022-07-18 20:41:05.354293 msg - common.py - getTrackInfo --> requesting track info for trackID: 2rPAqFS6PKQJT3NeQqvyt6
2022-07-18 20:41:05.981156 msg - common.py - getTrackInfo --> requesting track info for trackID: 6fHHbKiqWFSteL5Ki1RCFI
2022-07-18 20:41:06.429943 msg - common.py - getTrackInfo --> requesting track info for trackID: 6fHHbKiqWFSteL5Ki1RCFI
2022-07-18 20:41:06.975940 msg - common.py - getTrackInfo --> requesting track info for trackID: 6fHHbKiqWFSteL5Ki1RCFI
2022-07-18 20:41:07.702942 msg - common.py - getTrackInfo --> requesting track info for trackID: 3VRwJKMR2jANrVLCo4H81q
2022-07-18 20:41:08.220941 msg - common.py - getTrackInfo --> requesting track info for trackID: 3VRwJKMR2jANrVLCo4H81q
2022-07-18 20:41:08.713939 msg - common.py - getTrackInfo --> requesting track info for trackID: 3VRwJKMR2jANrVLCo4H81q
2022-07-18 20:41:09.481891 msg - common.py - getTrackInfo --> requesting track info for trackID: 1b6hEaM5URJhPuVn3DNYxC
2022-07-18 20:41:10.009894 msg - common.py - getTrackInfo --> requesting track info for trackID: 1b6hEaM5URJhPuVn3DNYxC
2022-07-18 20:41:10.484892 msg - common.py - getTrackInfo --> requesting track info for trackID: 1b6hEaM5URJhPuVn3DNYxC
2022-07-18 20:41:11.194893 msg - common.py - getTrackInfo --> requesting track info for trackID: 2ReLoC4MhTxUrwy7Xs7Mg4
2022-07-18 20:41:11.731893 msg - common.py - getTrackInfo --> requesting track info for trackID: 2ReLoC4MhTxUrwy7Xs7Mg4
2022-07-18 20:41:12.235968 msg - common.py - getTrackInfo --> requesting track info for trackID: 2ReLoC4MhTxUrwy7Xs7Mg4
2022-07-18 20:41:12.951704 msg - common.py - getTrackInfo --> requesting track info for trackID: 5fLrsHAghJvqcbJLCqia2Q
2022-07-18 20:41:13.482859 msg - common.py - getTrackInfo --> requesting track info for trackID: 5fLrsHAghJvqcbJLCqia2Q
2022-07-18 20:41:13.962860 msg - common.py - getTrackInfo --> requesting track info for trackID: 5fLrsHAghJvqcbJLCqia2Q
2022-07-18 20:41:14.729858 msg - common.py - getTrackInfo --> requesting track info for trackID: 6QzzEPPWEbiC07T6Ctkmjb
2022-07-18 20:41:15.204859 msg - common.py - getTrackInfo --> requesting track info for trackID: 6QzzEPPWEbiC07T6Ctkmjb
2022-07-18 20:41:15.796858 msg - common.py - getTrackInfo --> requesting track info for trackID: 6QzzEPPWEbiC07T6Ctkmjb
2022-07-18 20:41:16.436858 msg - common.py - getTrackInfo --> requesting track info for trackID: 1ONXQFjJ2bTf5Gqh1BbDPo
2022-07-18 20:41:16.883857 msg - common.py - getTrackInfo --> requesting track info for trackID: 1ONXQFjJ2bTf5Gqh1BbDPo
2022-07-18 20:41:17.398859 msg - common.py - getTrackInfo --> requesting track info for trackID: 1ONXQFjJ2bTf5Gqh1BbDPo
2022-07-18 20:41:18.079862 msg - common.py - getTrackInfo --> requesting track info for trackID: 6yv67jGZgvJmOfnusTOA1R
2022-07-18 20:41:18.620857 msg - common.py - getTrackInfo --> requesting track info for trackID: 6yv67jGZgvJmOfnusTOA1R
2022-07-18 20:41:19.143859 msg - common.py - getTrackInfo --> requesting track info for trackID: 6yv67jGZgvJmOfnusTOA1R
2022-07-18 20:41:19.887108 msg - common.py - getTrackInfo --> requesting track info for trackID: 3HOE2je94mvcz5cVcdfELe
2022-07-18 20:41:20.380181 msg - common.py - getTrackInfo --> requesting track info for trackID: 3HOE2je94mvcz5cVcdfELe
2022-07-18 20:41:20.900821 msg - common.py - getTrackInfo --> requesting track info for trackID: 3HOE2je94mvcz5cVcdfELe
2022-07-18 20:41:21.581344 msg - common.py - getTrackInfo --> requesting track info for trackID: 42JFr0yU9eq0UTUTHMWm1u
2022-07-18 20:41:22.040365 msg - common.py - getTrackInfo --> requesting track info for trackID: 42JFr0yU9eq0UTUTHMWm1u
2022-07-18 20:41:22.535465 msg - common.py - getTrackInfo --> requesting track info for trackID: 42JFr0yU9eq0UTUTHMWm1u
2022-07-18 20:41:23.193717 msg - common.py - getTrackInfo --> requesting track info for trackID: 4LJRwNnEuQdPItx6dA1sr9
2022-07-18 20:41:23.711278 msg - common.py - getTrackInfo --> requesting track info for trackID: 4LJRwNnEuQdPItx6dA1sr9
2022-07-18 20:41:24.264086 msg - common.py - getTrackInfo --> requesting track info for trackID: 4LJRwNnEuQdPItx6dA1sr9
2022-07-18 20:41:24.998930 msg - common.py - getTrackInfo --> requesting track info for trackID: 3shSmLE37ufwLNUZTNVSwa
2022-07-18 20:41:25.538929 msg - common.py - getTrackInfo --> requesting track info for trackID: 3shSmLE37ufwLNUZTNVSwa
2022-07-18 20:41:26.038931 msg - common.py - getTrackInfo --> requesting track info for trackID: 3shSmLE37ufwLNUZTNVSwa
2022-07-18 20:41:26.784139 msg - common.py - getTrackInfo --> requesting track info for trackID: 2PYECUhE4TYwHS5ceiGxQ7
2022-07-18 20:41:27.305344 msg - common.py - getTrackInfo --> requesting track info for trackID: 2PYECUhE4TYwHS5ceiGxQ7
2022-07-18 20:41:27.815959 msg - common.py - getTrackInfo --> requesting track info for trackID: 2PYECUhE4TYwHS5ceiGxQ7
2022-07-18 20:41:28.394191 msg - common.py - getTrackInfo --> requesting track info for trackID: 7Mp6xklXpATaDUVp32Uupt
2022-07-18 20:41:28.906868 msg - common.py - getTrackInfo --> requesting track info for trackID: 7Mp6xklXpATaDUVp32Uupt
2022-07-18 20:41:29.358436 msg - common.py - getTrackInfo --> requesting track info for trackID: 7Mp6xklXpATaDUVp32Uupt
2022-07-18 20:41:30.231455 msg - watchlist.py - checkWatchListItems5 --> Set new_items_since_last_check for 63BZ4IfLJvazTv9QFaRtgW to 0 after 8h.
2022-07-18 20:41:30.231455 msg - common.py - getTracksFromArtist --> requesting albums from artist 46E5cI2XJdvdzi3zocHTSf.
2022-07-18 20:41:32.665452 msg - common.py - getTracksFromArtist6 --> Succesfully returned list of 66 tracks from artist 46E5cI2XJdvdzi3zocHTSf
2022-07-18 20:41:32.666454 msg - common.py - getTracksFromArtist --> requesting albums from artist 59OhEAIJK0fw9meVJqlPJQ.
2022-07-18 20:41:33.619036 msg - common.py - getTracksFromArtist6 --> Succesfully returned list of 1 tracks from artist 59OhEAIJK0fw9meVJqlPJQ
2022-07-18 20:41:33.620036 msg - common.py - getTracksFromArtist --> requesting albums from artist 0VzYcLEO0ArfrruXtYxqvG.
2022-07-18 20:41:38.716087 msg - common.py - getTracksFromArtist6 --> Succesfully returned list of 27 tracks from artist 0VzYcLEO0ArfrruXtYxqvG
2022-07-18 20:41:38.717085 msg - common.py - getTracksFromArtist --> requesting albums from artist 3GOF617SIAlZb6hHLEaZjH.
2022-07-18 20:41:40.140895 msg - common.py - getTracksFromArtist6 --> Succesfully returned list of 5 tracks from artist 3GOF617SIAlZb6hHLEaZjH
2022-07-18 20:41:40.254063 msg - watchlist.py - checkToCreatePlaylist0 --> starting checkToCreatePlaylist()
2022-07-18 20:41:41.375229 msg - common.py - createPlaylist3 --> about to create a new playlist: gnplst_watchlistItems_20220718_20h41
2022-07-18 20:41:41.692227 msg - common.py - createPlaylist7 --> Succesfully created playlist gnplst_watchlistItems_20220718_20h41
2022-07-18 20:41:44.233470 msg - common.py - addTracksToPlaylist3 --> about to add a total of 50 tracks to playlist 74mNNg2nH6NuAE0fxhKBzX.
2022-07-18 20:41:44.557688 msg - common.py - addTracksToPlaylist6 --> Succesfully added 50 tracks to playlist 74mNNg2nH6NuAE0fxhKBzX.
2022-07-18 20:41:44.559689 msg - common.py - getTrackInfo --> requesting track info for trackID: 0I51Pydw32UTD3extxvtBh
2022-07-18 20:41:45.281687 msg - common.py - getTrackInfo --> requesting track info for trackID: 6eJFtc3BNctQeaCXlZzX5v
2022-07-18 20:41:45.973271 msg - common.py - getTrackInfo --> requesting track info for trackID: 5SnZSvG0Jv0VB0iF9UpWYX
2022-07-18 20:41:47.021272 msg - common.py - getTrackInfo --> requesting track info for trackID: 11qCRCnixiW6bBqlnhX2mH
2022-07-18 20:41:47.688194 msg - common.py - getTrackInfo --> requesting track info for trackID: 57khKGG4px9iPG77lfqZab
2022-07-18 20:41:48.312234 msg - common.py - getTrackInfo --> requesting track info for trackID: 5aiHb6e7LswOyumBUcA4cD
2022-07-18 20:41:48.891785 msg - common.py - getTrackInfo --> requesting track info for trackID: 6DsSor9CITZLmaDgQuxgj6
2022-07-18 20:41:49.668567 msg - common.py - getTrackInfo --> requesting track info for trackID: 3hj1SNXCZzYY4AINNRP6bd
2022-07-18 20:41:50.351668 msg - common.py - getTrackInfo --> requesting track info for trackID: 2HbMpIwrxX8nrUHPYFqTDz
2022-07-18 20:41:51.077056 msg - common.py - getTrackInfo --> requesting track info for trackID: 7oNM8j73zoTsMOUcIK7dGw
2022-07-18 20:41:51.675302 msg - common.py - getTrackInfo --> requesting track info for trackID: 021LdJsjuCHyLbtAA33Vbf
2022-07-18 20:41:52.275547 msg - common.py - getTrackInfo --> requesting track info for trackID: 4z6WUWAvvRv8XSsHrxM4Rj
2022-07-18 20:41:53.003956 msg - common.py - getTrackInfo --> requesting track info for trackID: 5k0fcg4pj3nW0KDrMULFbj
2022-07-18 20:41:53.598326 msg - common.py - getTrackInfo --> requesting track info for trackID: 1sRwQ6gGF38axQ8SPau7B8
2022-07-18 20:41:54.270168 msg - common.py - getTrackInfo --> requesting track info for trackID: 7Fr4XCUwY14LhVGK9S0A5J
2022-07-18 20:41:54.980169 msg - common.py - getTrackInfo --> requesting track info for trackID: 7F7wwDSjSm8EiKvkCUXF9b
2022-07-18 20:41:55.685109 msg - common.py - getTrackInfo --> requesting track info for trackID: 1DC3IPdLxT2ScuYOLR4Y8d
2022-07-18 20:41:56.387109 msg - common.py - getTrackInfo --> requesting track info for trackID: 38nxCsayspg4vALAtfRknZ
2022-07-18 20:41:57.094392 msg - common.py - getTrackInfo --> requesting track info for trackID: 1NEZLc1kquMRZzVVO3TVwg
2022-07-18 20:41:57.743986 msg - common.py - getTrackInfo --> requesting track info for trackID: 1EbrP8TjvPC7ypCPhxLfRg
2022-07-18 20:41:58.367901 msg - common.py - getTrackInfo --> requesting track info for trackID: 3AcQHazVdIGtGSEdsppaZ2
2022-07-18 20:41:59.122783 msg - common.py - getTrackInfo --> requesting track info for trackID: 6zm7TVy7mnfCGsAZn3LS9k
2022-07-18 20:41:59.666909 msg - common.py - getTrackInfo --> requesting track info for trackID: 4wwYxARTMiozPeVfqshMX0
2022-07-18 20:42:00.257610 msg - common.py - getTrackInfo --> requesting track info for trackID: 0yyrlVRY59vya9FtFO4eGQ
2022-07-18 20:42:00.906660 msg - common.py - getTrackInfo --> requesting track info for trackID: 64Eyq7SVwDD7DoFkARLjfw
2022-07-18 20:42:01.680368 msg - common.py - getTrackInfo --> requesting track info for trackID: 6CRARS4n6azrr7Hf3GpRa9
2022-07-18 20:42:02.396094 msg - common.py - getTrackInfo --> requesting track info for trackID: 1jrInz2zoEtBJ7Prfz9fCC
2022-07-18 20:42:03.170429 msg - common.py - getTrackInfo --> requesting track info for trackID: 2WKxTdl20hjyn0Lff6j8I7
2022-07-18 20:42:03.861199 msg - common.py - getTrackInfo --> requesting track info for trackID: 7En7z8Bb2u1bd8g1LjTo9b
2022-07-18 20:42:04.586049 msg - common.py - getTrackInfo --> requesting track info for trackID: 55IsZSYil2zur4Vf3WPmtJ
2022-07-18 20:42:05.277956 msg - common.py - getTrackInfo --> requesting track info for trackID: 7ILMmaElmDBMvARDjuF11K
2022-07-18 20:42:05.968810 msg - common.py - getTrackInfo --> requesting track info for trackID: 2CxZdhtY36sFGL8sW7gHjP
2022-07-18 20:42:06.733314 msg - common.py - getTrackInfo --> requesting track info for trackID: 7osxP7la7lbbufHbBuafXp
2022-07-18 20:42:07.416103 msg - common.py - getTrackInfo --> requesting track info for trackID: 31glpUg7jKYAO2AFhrQPJj
2022-07-18 20:42:08.131878 msg - common.py - getTrackInfo --> requesting track info for trackID: 6viw3alHUeJBafaXU6eEoo
2022-07-18 20:42:08.847401 msg - common.py - getTrackInfo --> requesting track info for trackID: 5TcLM3HaZFZul7g5sILCFe
2022-07-18 20:42:09.572400 msg - common.py - getTrackInfo --> requesting track info for trackID: 1rEv74zr71OnJQfWp5MbOT
2022-07-18 20:42:10.412399 msg - common.py - getTrackInfo --> requesting track info for trackID: 7FcljgtGO7fDEn3G1w26VA
2022-07-18 20:42:11.170147 msg - common.py - getTrackInfo --> requesting track info for trackID: 4fjDSMnKjKHagyYXJznvD4
2022-07-18 20:42:11.911023 msg - common.py - getTrackInfo --> requesting track info for trackID: 2ldsu2ERXQ829N39TKf383
2022-07-18 20:42:12.560877 msg - common.py - getTrackInfo --> requesting track info for trackID: 5en4qge6j6x5wHn3YVr1nd
2022-07-18 20:42:13.309735 msg - common.py - getTrackInfo --> requesting track info for trackID: 0HTRifmT8DEv7MTfMBHJaO
2022-07-18 20:42:13.992252 msg - common.py - getTrackInfo --> requesting track info for trackID: 3C3ArxTzVCYVzHpzq6AO9G
2022-07-18 20:42:14.642054 msg - common.py - getTrackInfo --> requesting track info for trackID: 4bk2b8x0fGcYDxeDCoxLuZ
2022-07-18 20:42:15.382401 msg - common.py - getTrackInfo --> requesting track info for trackID: 0LR9emqYbysVtff2gbo1Bn
2022-07-18 20:42:16.115273 msg - common.py - getTrackInfo --> requesting track info for trackID: 1E8B3TYuQdkUePHiekgm0y
2022-07-18 20:42:16.839119 msg - common.py - getTrackInfo --> requesting track info for trackID: 4xL51HKjyS8KluMq1VYBPq
2022-07-18 20:42:17.514113 msg - common.py - getTrackInfo --> requesting track info for trackID: 4yiS0Kbq8pJetsV4ug562I
2022-07-18 20:42:18.205149 msg - common.py - getTrackInfo --> requesting track info for trackID: 1LcKfH0e68iRuVwTjE99gx
2022-07-18 20:42:18.854361 msg - common.py - getTrackInfo --> requesting track info for trackID: 2MiJQYboSdMBsBtXe2XePr
2022-07-18 20:42:19.753247 msg - watchlist.py - checkToCreatePlaylist8 --> Tracks left in table WatchListNewTracks: 150
2022-07-18 20:42:20.729686 msg - common.py - createPlaylist3 --> about to create a new playlist: gnplst_watchlistItems_20220718_20h42
2022-07-18 20:42:21.013475 msg - common.py - createPlaylist7 --> Succesfully created playlist gnplst_watchlistItems_20220718_20h42
2022-07-18 20:42:22.766010 msg - common.py - addTracksToPlaylist3 --> about to add a total of 50 tracks to playlist 0owL4kAbdMimY7tcGYOpoF.
2022-07-18 20:42:23.094011 msg - common.py - addTracksToPlaylist6 --> Succesfully added 50 tracks to playlist 0owL4kAbdMimY7tcGYOpoF.
2022-07-18 20:42:23.094011 msg - common.py - getTrackInfo --> requesting track info for trackID: 7fmFWl3l1g9UEXjtCK7Osm
2022-07-18 20:42:23.782021 msg - common.py - getTrackInfo --> requesting track info for trackID: 036n0v8FKEXynEO1OJ1PIq
2022-07-18 20:42:24.573690 msg - common.py - getTrackInfo --> requesting track info for trackID: 5tDEUJsFcTTrMnEVxDnagE
2022-07-18 20:42:25.276463 msg - common.py - getTrackInfo --> requesting track info for trackID: 1qI9yELniKjfvpzcsu35zt
2022-07-18 20:42:25.942487 msg - common.py - getTrackInfo --> requesting track info for trackID: 4FWOQbFnu4RrptGCJKdtMe
2022-07-18 20:42:26.602885 msg - common.py - getTrackInfo --> requesting track info for trackID: 1qMdRQGd1horzfs1iCAU6m
2022-07-18 20:42:27.343332 msg - common.py - getTrackInfo --> requesting track info for trackID: 3T1oi6SDVQQooXe1XueY1B
2022-07-18 20:42:28.107019 msg - common.py - getTrackInfo --> requesting track info for trackID: 2LcTUChxkWLTpLP9VoHLwl
2022-07-18 20:42:28.789005 msg - common.py - getTrackInfo --> requesting track info for trackID: 19o5d6lgJNb3rVBBKTBobI
2022-07-18 20:42:29.503004 msg - common.py - getTrackInfo --> requesting track info for trackID: 7H0qUInsNjgwEnnoVSX6Gc
2022-07-18 20:42:30.341005 msg - common.py - getTrackInfo --> requesting track info for trackID: 3LCrDfoNCFlVwmvPVVbOqG
2022-07-18 20:42:30.988008 msg - common.py - getTrackInfo --> requesting track info for trackID: 42St1erURShyCfac0P9t0Q
2022-07-18 20:42:31.612007 msg - common.py - getTrackInfo --> requesting track info for trackID: 1z2DieNXDzaqpin953lM4I
2022-07-18 20:42:32.405007 msg - common.py - getTrackInfo --> requesting track info for trackID: 3qmyyoJ8SgctPXnjTuxRGb
2022-07-18 20:42:33.196010 msg - common.py - getTrackInfo --> requesting track info for trackID: 2RebfKZESTfFGIHvsRmQ1L
2022-07-18 20:42:33.867399 msg - common.py - getTrackInfo --> requesting track info for trackID: 6dFiBaw6XOBvuyck5ur86z
2022-07-18 20:42:34.638098 msg - common.py - getTrackInfo --> requesting track info for trackID: 4hgCWmf3NQvZtdDNVqMZF8
2022-07-18 20:42:35.292401 msg - common.py - getTrackInfo --> requesting track info for trackID: 4vIBjHjAyRne8dPpI5VBex
2022-07-18 20:42:36.025861 msg - common.py - getTrackInfo --> requesting track info for trackID: 330liWCPq2Steijby9UVmX
2022-07-18 20:42:36.756732 msg - common.py - getTrackInfo --> requesting track info for trackID: 4NoxP1dAqkRtfFSCjICrBa
2022-07-18 20:42:37.466492 msg - common.py - getTrackInfo --> requesting track info for trackID: 7z4hUzuhWm64LDn0Qbyv5y
2022-07-18 20:42:38.204174 msg - common.py - getTrackInfo --> requesting track info for trackID: 2bdLxKhTVNI8eBrzWd8fvg
2022-07-18 20:42:38.854176 msg - common.py - getTrackInfo --> requesting track info for trackID: 2E28dTMealdjNMY8fx6hxy
2022-07-18 20:42:39.569548 msg - common.py - getTrackInfo --> requesting track info for trackID: 6qhri1rCq1w8MibRWpLZkm
2022-07-18 20:42:40.277632 msg - common.py - getTrackInfo --> requesting track info for trackID: 2hdRlmfNBbTMBftQmplO2l
2022-07-18 20:42:41.070467 msg - common.py - getTrackInfo --> requesting track info for trackID: 7LjENvqVJpSVoEHMksWT6D
2022-07-18 20:42:41.827924 msg - common.py - getTrackInfo --> requesting track info for trackID: 3nYQ2GaAsjQndxmnWCPjY3
2022-07-18 20:42:42.630495 msg - common.py - getTrackInfo --> requesting track info for trackID: 1yFUxNuVEHgbfGnpnjJjOw
2022-07-18 20:42:43.216602 msg - common.py - getTrackInfo --> requesting track info for trackID: 1qOcvR6qQzbTSTHUV6PAHq
2022-07-18 20:42:44.117777 msg - common.py - getTrackInfo --> requesting track info for trackID: 5N9DM5JGgRpTSYvOZdHBz1
2022-07-18 20:42:44.922233 msg - common.py - getTrackInfo --> requesting track info for trackID: 5Q0T0Tc1t5LJkgS3BP4Rvx
2022-07-18 20:42:45.714728 msg - common.py - getTrackInfo --> requesting track info for trackID: 3JeKMGU9urtaB63p6kWh2e
2022-07-18 20:42:46.470598 msg - common.py - getTrackInfo --> requesting track info for trackID: 6kvfTsst2mxdd9u8cwFXxM
2022-07-18 20:42:47.070228 msg - common.py - getTrackInfo --> requesting track info for trackID: 1KihNYX0gXk7PXqhVVzxlx
2022-07-18 20:42:47.844228 msg - common.py - getTrackInfo --> requesting track info for trackID: 4Ei7ifq8EaqlOXDSPLonqw
2022-07-18 20:42:48.476561 msg - common.py - getTrackInfo --> requesting track info for trackID: 22tl9vIoFEHOyqjsHMjKpz
2022-07-18 20:42:49.142538 msg - common.py - getTrackInfo --> requesting track info for trackID: 7M4QhPi5bfTdCnKG1hO2AE
2022-07-18 20:42:49.900175 msg - common.py - getTrackInfo --> requesting track info for trackID: 5uIu5q5IEulzmBcR4bjQCn
2022-07-18 20:42:50.599590 msg - common.py - getTrackInfo --> requesting track info for trackID: 5LWQOM7kxJ3MCUj2oQwBWU
2022-07-18 20:42:51.306833 msg - common.py - getTrackInfo --> requesting track info for trackID: 1tPuhSKJAuVCuNTKvMeuvV
2022-07-18 20:42:52.016049 msg - common.py - getTrackInfo --> requesting track info for trackID: 0ASnGoTAQbNPMq40tKCO1F
2022-07-18 20:42:52.655239 msg - common.py - getTrackInfo --> requesting track info for trackID: 4OtNzMNLTAZlbwXJWddtVs
2022-07-18 20:42:53.281777 msg - common.py - getTrackInfo --> requesting track info for trackID: 1zvaZtvhS05sBRK29ywtMV
2022-07-18 20:42:54.004002 msg - common.py - getTrackInfo --> requesting track info for trackID: 7uxGp0Sevqr5XWhJNOFu6f
2022-07-18 20:42:54.662022 msg - common.py - getTrackInfo --> requesting track info for trackID: 4mVpHGz9hj17UzxLSpyFvc
2022-07-18 20:42:55.360797 msg - common.py - getTrackInfo --> requesting track info for trackID: 2sp3Aymrge2lIQdyMFL2iI
2022-07-18 20:42:56.085085 msg - common.py - getTrackInfo --> requesting track info for trackID: 0oi2GjlJFs0yrPxesQvDrb
2022-07-18 20:42:56.759173 msg - common.py - getTrackInfo --> requesting track info for trackID: 05IxkEdfy4YmYH99fumaBg
2022-07-18 20:42:57.476366 msg - common.py - getTrackInfo --> requesting track info for trackID: 3kva8N8F2TmCbHsH8X9uON
2022-07-18 20:42:58.249734 msg - common.py - getTrackInfo --> requesting track info for trackID: 6W9gyGLhpSlaFV89xZiAcH
2022-07-18 20:42:59.217681 msg - watchlist.py - checkToCreatePlaylist8 --> Tracks left in table WatchListNewTracks: 100
2022-07-18 20:43:00.393051 msg - common.py - createPlaylist3 --> about to create a new playlist: gnplst_watchlistItems_20220718_20h42
2022-07-18 20:43:00.706089 msg - common.py - createPlaylist7 --> Succesfully created playlist gnplst_watchlistItems_20220718_20h42
2022-07-18 20:43:03.034753 msg - common.py - addTracksToPlaylist3 --> about to add a total of 50 tracks to playlist 3fXeypsJPyRwvXiYjSntt4.
2022-07-18 20:43:03.263814 msg - common.py - addTracksToPlaylist6 --> Succesfully added 50 tracks to playlist 3fXeypsJPyRwvXiYjSntt4.
2022-07-18 20:43:03.264819 msg - common.py - getTrackInfo --> requesting track info for trackID: 6qs9lmw7ifg3EAG11nkIKS
2022-07-18 20:43:03.976719 msg - common.py - getTrackInfo --> requesting track info for trackID: 5rRCCslWoVsjr6B8R1xACj
2022-07-18 20:43:04.601812 msg - common.py - getTrackInfo --> requesting track info for trackID: 08FzQ2FrU654oUxyarOlFp
2022-07-18 20:43:05.400432 msg - common.py - getTrackInfo --> requesting track info for trackID: 5ZWNnHHW6rnoJBflo6Ufaa
2022-07-18 20:43:06.049669 msg - common.py - getTrackInfo --> requesting track info for trackID: 48v0UYRYqXxE4zPeicbEC4
2022-07-18 20:43:06.699640 msg - common.py - getTrackInfo --> requesting track info for trackID: 0zzEIU6yswU08t4cpe3KIp
2022-07-18 20:43:07.332641 msg - common.py - getTrackInfo --> requesting track info for trackID: 3cZwOHopWjGTDE26zNyHD1
2022-07-18 20:43:08.039293 msg - common.py - getTrackInfo --> requesting track info for trackID: 2fg4h4ybhe3sCQooH9YuDt
2022-07-18 20:43:08.864234 msg - common.py - getTrackInfo --> requesting track info for trackID: 5ZXXtiEtdq0ZEM18NLnSm7
2022-07-18 20:43:09.562470 msg - common.py - getTrackInfo --> requesting track info for trackID: 4m22p2wKS5fugJxozZsCWS
2022-07-18 20:43:10.236877 msg - common.py - getTrackInfo --> requesting track info for trackID: 2UTq8ICpWSgktPVulmoGDa
2022-07-18 20:43:11.020127 msg - common.py - getTrackInfo --> requesting track info for trackID: 6n3fF1be4iubOH7UIUgumk
2022-07-18 20:43:11.729126 msg - common.py - getTrackInfo --> requesting track info for trackID: 1VbWJ8Dmwh3aA3O2RomJrQ
2022-07-18 20:43:12.470901 msg - common.py - getTrackInfo --> requesting track info for trackID: 0kltsr6LNCJRAl4hMopQE3
2022-07-18 20:43:13.192252 msg - common.py - getTrackInfo --> requesting track info for trackID: 3eSD28qS2SaHNJFwa4j7KR
2022-07-18 20:43:13.834447 msg - common.py - getTrackInfo --> requesting track info for trackID: 6cqCR2EwEL7h0L2DWljIik
2022-07-18 20:43:14.582767 msg - common.py - getTrackInfo --> requesting track info for trackID: 63RdWKw9G2hccqYD4EZ1dB
2022-07-18 20:43:15.315994 msg - common.py - getTrackInfo --> requesting track info for trackID: 3ozQt8MrJ26gGcoUMJjbHq
2022-07-18 20:43:16.038997 msg - common.py - getTrackInfo --> requesting track info for trackID: 3Q7mLZAc6jj2JuO1zQZP43
2022-07-18 20:43:16.688778 msg - common.py - getTrackInfo --> requesting track info for trackID: 43qWUuHvFMl39dzqIk7COU
2022-07-18 20:43:17.387809 msg - common.py - getTrackInfo --> requesting track info for trackID: 445g2XGTQbaOG5zDRbO7Uc
2022-07-18 20:43:18.095428 msg - common.py - getTrackInfo --> requesting track info for trackID: 0a0CvUN7cZGmznIWAamjeb
2022-07-18 20:43:18.761172 msg - common.py - getTrackInfo --> requesting track info for trackID: 49pXWHYQrgXG1NExUuchmT
2022-07-18 20:43:19.491618 msg - common.py - getTrackInfo --> requesting track info for trackID: 66FqkhbaNK9KDSiroCKTvk
2022-07-18 20:43:20.292691 msg - common.py - getTrackInfo --> requesting track info for trackID: 51YuzdczxzSLXnkIki08n3
2022-07-18 20:43:21.026045 msg - common.py - getTrackInfo --> requesting track info for trackID: 2hWizsP3RIw2MtkuLVw0ig
2022-07-18 20:43:21.717270 msg - common.py - getTrackInfo --> requesting track info for trackID: 3b6YI8ynqLVhSfc9i4oicz
2022-07-18 20:43:22.407467 msg - common.py - getTrackInfo --> requesting track info for trackID: 0Oc4tnCOI9TvSljSm6xDh5
2022-07-18 20:43:23.124475 msg - common.py - getTrackInfo --> requesting track info for trackID: 3s1MfFVEpuVMKBdqS6sbJQ
2022-07-18 20:43:23.897704 msg - common.py - getTrackInfo --> requesting track info for trackID: 6bYD0o1x6pr2qxnSUdZdr2
2022-07-18 20:43:24.613866 msg - common.py - getTrackInfo --> requesting track info for trackID: 623Uv98pPiW24ZX6IGFvUj
2022-07-18 20:43:25.312603 msg - common.py - getTrackInfo --> requesting track info for trackID: 7lsYHfsRMO6hzlaPW2EYHP
2022-07-18 20:43:25.962417 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gAZSZAmuWU5lYKCGmX34M
2022-07-18 20:43:26.686116 msg - common.py - getTrackInfo --> requesting track info for trackID: 6DgCVnAggmaK5KF56cAh9P
2022-07-18 20:43:27.444076 msg - common.py - getTrackInfo --> requesting track info for trackID: 74TMyy72j6SPOvhayOMeNL
2022-07-18 20:43:28.184570 msg - common.py - getTrackInfo --> requesting track info for trackID: 61J9hcsl7FmcYcdL2E4dKN
2022-07-18 20:43:28.858722 msg - common.py - getTrackInfo --> requesting track info for trackID: 1lvEN7oiSMllyX7tX6bGeu
2022-07-18 20:43:29.525591 msg - common.py - getTrackInfo --> requesting track info for trackID: 2JcxcDiJSavJAkMZ92BYSv
